experience,country,education,languages,frameworks,company_size,salary_usd
23,Germany,Bachelors,"Ruby, Go","Laravel, Spring",51-200,106097
2,India,Bachelors,"JavaScript, Swift","React, Express",201-1000,21208
10,India,Bachelors,"C++, Ruby","ASP.NET, Express",51-200,49650
24,Canada,Bachelors,"Go, C#","Vue, Laravel",1001-5000,116282
32,USA,Masters,"Go, Java","Flask, React",51-200,157471
5,Singapore,Masters,"PHP, PHP","Angular, Flask",201-1000,89894
6,Germany,Masters,"Rust, PHP","Vue, Angular",201-1000,77509
40,USA,Masters,"Python, Go","Django, Vue",201-1000,262577
31,UK,Bachelors,"JavaScript, JavaScript","ASP.NET, Angular",201-1000,142048
9,UK,Bachelors,"Python, Rust","Ruby on Rails, Ruby on Rails",1-10,70476
18,Germany,Bachelors,"Java, JavaScript","Django, Ruby on Rails",1-10,104082
11,UK,High School,"Ruby, PHP","Laravel, Django",5000+,87135
39,USA,High School,"C++, JavaScript","Spring, Express",51-200,246680
9,USA,Masters,"JavaScript, Ruby","Flask, React",51-200,120889
6,India,Bachelors,"Swift, C++","Spring, Ruby on Rails",1-10,28324
22,USA,Masters,"Ruby, C#","ASP.NET, Laravel",5000+,176587
9,Germany,Masters,"Ruby, Rust","Ruby on Rails, Django",51-200,108355
34,USA,Masters,"Rust, Go","Django, Spring",1001-5000,184138
25,Brazil,Bachelors,"Swift, Go","Ruby on Rails, ASP.NET",201-1000,118472
24,India,Masters,"JavaScript, PHP","Laravel, Spring",201-1000,84165
36,UK,Masters,"C++, PHP","Flask, Laravel",1-10,152958
38,France,Masters,"Python, PHP","ASP.NET, Laravel",1001-5000,200776
16,USA,Bachelors,"Python, Rust","React, Ruby on Rails",51-200,122314
32,Germany,Some College,"Rust, C#","Express, Django",5000+,202864
2,USA,Some College,"Go, Python","Vue, Flask",1-10,87607
21,UK,Bachelors,"JavaScript, C++","Spring, Ruby on Rails",1-10,147065
28,Germany,PhD,"Swift, Ruby","Express, Express",51-200,189837
15,Germany,Bachelors,"C#, Go","Vue, Vue",11-50,110014
40,Germany,Bachelors,"JavaScript, C#","Django, Express",201-1000,166605
31,Canada,Bachelors,"Python, Java","Ruby on Rails, ASP.NET",1-10,172517
10,USA,Masters,"C++, Swift","ASP.NET, Flask",51-200,147154
19,Canada,Bachelors,"Ruby, Rust","React, Spring",1001-5000,121242
38,Canada,Bachelors,"Go, Rust","ASP.NET, Express",1001-5000,196350
33,France,Masters,"JavaScript, Rust","Django, Express",1-10,189729
12,Brazil,Bachelors,"Ruby, Rust","ASP.NET, Spring",201-1000,97270
0,Brazil,PhD,"PHP, Swift","Ruby on Rails, ASP.NET",1-10,70440
18,Canada,Masters,"Java, Swift","Flask, React",11-50,103776
16,Japan,Masters,"Rust, C#","Ruby on Rails, Flask",11-50,100179
3,Germany,Masters,"Python, PHP","Angular, ASP.NET",1001-5000,83743
9,Japan,Bachelors,"C++, PHP","Laravel, Django",1-10,82252
19,USA,Bachelors,"Java, C++","Django, React",11-50,154805
20,Canada,Masters,"PHP, Go","Angular, Ruby on Rails",5000+,154036
5,Germany,Masters,"C#, Go","ASP.NET, ASP.NET",11-50,95053
11,Germany,PhD,"JavaScript, Ruby","Laravel, Express",5000+,153382
21,Germany,Some College,"Python, Rust","ASP.NET, Express",1-10,101077
35,UK,Bachelors,"Python, Go","Ruby on Rails, Django",201-1000,164332
30,France,Masters,"C++, Python","Vue, Ruby on Rails",1-10,147445
39,India,Some College,"Python, JavaScript","Flask, Laravel",201-1000,149240
9,USA,Bachelors,"C#, C#","ASP.NET, Laravel",51-200,111127
23,USA,Masters,"Swift, PHP","ASP.NET, Django",1001-5000,177142
15,USA,Bachelors,"Ruby, Ruby","React, Ruby on Rails",11-50,161204
8,USA,PhD,"Rust, Java","React, Vue",201-1000,143172
32,USA,Masters,"Java, PHP","React, Spring",5000+,245397
7,Canada,Masters,"Go, Ruby","React, Vue",201-1000,97408
15,USA,Bachelors,"Swift, Swift","Ruby on Rails, Flask",5000+,136532
15,France,Bachelors,"Go, PHP","Laravel, Angular",51-200,78277
10,Canada,Some College,"Rust, Rust","Laravel, Spring",1-10,79934
18,Australia,Some College,"Python, C++","React, Ruby on Rails",1001-5000,117746
11,France,Masters,"Java, PHP","React, Express",11-50,99104
21,USA,Bachelors,"Swift, Python","React, Spring",1001-5000,139288
35,USA,Masters,"Ruby, Python","Spring, Angular",1001-5000,215371
24,USA,Bachelors,"Ruby, C++","Angular, Express",51-200,149427
24,Japan,Bachelors,"PHP, Ruby","Laravel, Ruby on Rails",11-50,138827
3,Japan,Bachelors,"Rust, C#","Ruby on Rails, ASP.NET",51-200,58015
14,Canada,Masters,"C#, C#","Express, Angular",1-10,96704
0,Brazil,Some College,"C#, Go","Spring, Ruby on Rails",1001-5000,51821
28,USA,Some College,"PHP, Python","Angular, Angular",201-1000,155471
2,UK,Bachelors,"Java, JavaScript","React, Angular",5000+,88203
10,USA,Bachelors,"C++, Python","Spring, Django",201-1000,102260
3,USA,Bachelors,"Java, Java","Ruby on Rails, Spring",5000+,132342
33,UK,Bachelors,"Python, Ruby","ASP.NET, Vue",51-200,143884
27,France,Masters,"Go, JavaScript","React, ASP.NET",11-50,143195
22,Australia,High School,"Rust, Java","Vue, Spring",51-200,122750
26,USA,Bachelors,"Ruby, Rust","Ruby on Rails, Flask",51-200,140035
1,UK,Bachelors,"Go, Ruby","Flask, Spring",11-50,60089
2,USA,Bachelors,"Rust, PHP","Spring, Laravel",11-50,99448
11,France,Bachelors,"C++, Java","Spring, Laravel",5000+,91207
5,USA,Masters,"C++, C++","Vue, React",51-200,108613
25,Australia,Bachelors,"C++, Swift","ASP.NET, Spring",5000+,131376
8,Japan,Bachelors,"C++, Rust","Laravel, Vue",1-10,66587
20,Singapore,Masters,"Java, C#","Express, Laravel",1-10,141740
6,Japan,Bachelors,"PHP, Swift","React, Express",1001-5000,65358
6,India,Bachelors,"Rust, Swift","React, ASP.NET",5000+,48424
24,India,Masters,"Go, PHP","Laravel, Express",11-50,80596
5,Canada,Bachelors,"Java, Swift","Vue, Django",5000+,93865
6,Japan,Some College,"Python, C#","Vue, React",51-200,56612
13,USA,Bachelors,"Swift, Rust","Vue, Ruby on Rails",5000+,172080
25,Japan,Bachelors,"Go, Python","Spring, Angular",201-1000,148474
40,USA,Some College,"Rust, JavaScript","Flask, Spring",51-200,177728
11,USA,Bachelors,"Ruby, C#","Laravel, Flask",5000+,141849
3,UK,Some College,"C++, JavaScript","Laravel, Ruby on Rails",5000+,84357
4,Germany,Bachelors,"PHP, Python","React, Ruby on Rails",201-1000,67817
28,India,High School,"C#, Ruby","Angular, React",1001-5000,92096
22,USA,Bachelors,"Python, Ruby","Spring, Spring",1001-5000,132030
14,India,Masters,"C++, Python","Flask, Angular",1-10,71179
16,India,Masters,"PHP, Ruby","React, Express",5000+,94139
6,Australia,Bachelors,"Swift, Python","Vue, Ruby on Rails",5000+,86969
28,India,Masters,"Python, JavaScript","Laravel, Laravel",1-10,113583
31,Singapore,Bachelors,"Swift, JavaScript","ASP.NET, Laravel",11-50,150072
10,Germany,Bachelors,"Rust, Ruby","React, Express",11-50,75159
35,France,Bachelors,"Ruby, C++","Spring, Vue",201-1000,163470
38,France,Bachelors,"PHP, Rust","Laravel, Laravel",1001-5000,143755
21,Brazil,Bachelors,"C++, C#","Express, Vue",5000+,144026
7,Singapore,Masters,"Go, PHP","Spring, Spring",1001-5000,82522
33,USA,Bachelors,"Go, Java","Spring, Flask",1001-5000,187525
39,UK,Masters,"Java, Ruby","Spring, Ruby on Rails",1-10,160880
25,Australia,Bachelors,"Rust, Rust","Django, Angular",1001-5000,103906
39,Germany,Bachelors,"Ruby, PHP","Django, Spring",5000+,176303
17,Germany,Masters,"Python, Java","Spring, Angular",5000+,119981
28,Germany,Bachelors,"Java, C++","Angular, ASP.NET",11-50,149514
26,USA,Some College,"JavaScript, Swift","ASP.NET, Flask",5000+,206689
24,France,Masters,"Swift, Java","Django, Vue",201-1000,113087
19,USA,Bachelors,"Go, Java","React, Ruby on Rails",11-50,143554
8,Germany,Bachelors,"C#, Ruby","Vue, React",5000+,85943
12,USA,Some College,"Ruby, PHP","Django, Vue",5000+,163260
32,India,Some College,"Ruby, Java","React, Angular",201-1000,114526
33,USA,Bachelors,"C++, PHP","Laravel, Spring",5000+,226883
9,Canada,Masters,"Python, Swift","ASP.NET, Laravel",11-50,114518
13,Germany,Masters,"Java, C++","React, Spring",201-1000,127035
29,Australia,Bachelors,"Java, Python","Django, Express",5000+,173261
29,India,Masters,"Swift, C++","Spring, Vue",201-1000,108199
16,Germany,Bachelors,"Java, Ruby","Express, React",11-50,124941
33,USA,Bachelors,"PHP, C++","Angular, Express",1001-5000,226114
12,Japan,PhD,"C#, Rust","Express, ASP.NET",1-10,99534
30,Germany,Masters,"Ruby, C++","Express, ASP.NET",1001-5000,186842
19,USA,High School,"Rust, Rust","Ruby on Rails, Flask",201-1000,163817
36,Germany,Bachelors,"C#, Ruby","React, Ruby on Rails",51-200,135140
5,USA,Masters,"C++, Rust","Spring, Spring",1-10,106636
10,UK,Some College,"Go, Ruby","React, Express",201-1000,78852
25,Japan,Bachelors,"Swift, Ruby","ASP.NET, ASP.NET",1001-5000,113354
23,Brazil,PhD,"Python, JavaScript","Ruby on Rails, React",1-10,152015
17,Canada,Bachelors,"Ruby, JavaScript","React, Vue",51-200,123173
29,USA,Bachelors,"Go, Java","Spring, Vue",201-1000,183095
38,Japan,Masters,"JavaScript, Rust","Django, Django",5000+,220436
14,USA,High School,"Ruby, Go","ASP.NET, Django",1001-5000,138895
17,India,High School,"PHP, Go","Django, Flask",11-50,75802
2,USA,Masters,"PHP, Rust","ASP.NET, Express",1-10,111393
4,Germany,High School,"C#, JavaScript","Angular, Laravel",5000+,82866
17,USA,Some College,"Ruby, Rust","Express, Ruby on Rails",201-1000,142724
16,France,Masters,"Go, Ruby","Angular, Spring",5000+,127436
38,India,Bachelors,"Rust, Ruby","Express, Django",1001-5000,107303
16,Canada,Masters,"PHP, Ruby","Angular, Express",5000+,134973
9,India,Bachelors,"Ruby, Java","Laravel, Spring",5000+,59707
3,India,Bachelors,"JavaScript, PHP","Express, Laravel",11-50,25678
24,Germany,Masters,"PHP, Swift","Ruby on Rails, ASP.NET",1001-5000,149314
23,Canada,Bachelors,"Java, Ruby","Ruby on Rails, Express",11-50,142295
3,Germany,Some College,"Ruby, C++","Django, Ruby on Rails",201-1000,72404
25,India,Masters,"Go, Go","Flask, Spring",5000+,133770
15,Canada,High School,"PHP, Ruby","Spring, Express",5000+,98411
4,UK,Some College,"C++, Ruby","Vue, Angular",51-200,80163
29,Japan,Bachelors,"Java, Python","Flask, Django",201-1000,152059
0,Canada,Masters,"Swift, Java","Vue, Laravel",11-50,58530
39,USA,Bachelors,"Java, JavaScript","Laravel, Express",1001-5000,186046
15,USA,Bachelors,"Java, Ruby","ASP.NET, Laravel",1001-5000,140847
37,Germany,Some College,"Go, C++","Laravel, Django",1001-5000,180095
33,USA,Bachelors,"Rust, PHP","Ruby on Rails, Vue",5000+,180405
3,Japan,Bachelors,"Java, Swift","Spring, Express",51-200,64706
38,USA,Bachelors,"Go, Go","Angular, ASP.NET",201-1000,183749
27,France,Bachelors,"Python, C#","Angular, Flask",201-1000,122516
33,USA,Masters,"Swift, Swift","Spring, Laravel",1001-5000,172976
21,UK,Bachelors,"Swift, JavaScript","Spring, Laravel",1-10,127314
10,Canada,Masters,"Python, Java","Spring, Django",1001-5000,119875
32,India,Some College,"Rust, PHP","Express, Laravel",1-10,108669
39,UK,High School,"Python, Python","ASP.NET, Vue",11-50,183705
16,India,Bachelors,"Python, Java","Flask, Ruby on Rails",5000+,65299
22,USA,Bachelors,"PHP, PHP","Angular, Express",51-200,136918
33,USA,Bachelors,"Go, Swift","Express, Angular",1-10,180405
4,USA,Some College,"Swift, Ruby","Laravel, Express",1001-5000,96015
28,France,Bachelors,"C#, PHP","Spring, Angular",5000+,120755
5,Canada,Bachelors,"JavaScript, Ruby","Ruby on Rails, Laravel",5000+,77572
40,Japan,Some College,"C++, JavaScript","Express, Vue",201-1000,170711
36,France,Masters,"Java, JavaScript","React, React",51-200,169917
0,USA,Bachelors,"PHP, Go","Spring, React",1001-5000,83603
30,USA,Bachelors,"C#, C#","ASP.NET, Angular",1001-5000,160424
15,India,High School,"Java, C#","Angular, Ruby on Rails",1-10,68578
1,Canada,Some College,"Go, Python","Flask, Django",201-1000,72279
10,USA,Bachelors,"PHP, Python","Laravel, Vue",1001-5000,136578
2,USA,Masters,"Rust, Ruby","ASP.NET, Angular",1-10,118538
21,Canada,Bachelors,"Ruby, Python","Angular, React",11-50,101492
0,UK,Bachelors,"JavaScript, C++","Flask, Laravel",11-50,64425
17,Australia,Bachelors,"Java, JavaScript","Flask, Spring",11-50,110607
18,Brazil,Bachelors,"Python, Rust","Ruby on Rails, Angular",51-200,117693
40,India,Masters,"Ruby, Go","Angular, Express",1001-5000,151676
8,USA,Bachelors,"Swift, C++","Spring, Flask",11-50,102260
30,USA,Bachelors,"Java, Java","Flask, Flask",201-1000,209210
13,Japan,Bachelors,"Ruby, Java","Ruby on Rails, Django",11-50,93926
19,UK,Bachelors,"JavaScript, C#","React, Django",11-50,124351
5,USA,Bachelors,"Go, Go","ASP.NET, Ruby on Rails",5000+,142579
34,USA,Bachelors,"PHP, Python","Flask, Ruby on Rails",51-200,229017
20,USA,Bachelors,"JavaScript, Rust","Express, Express",1001-5000,142301
34,Australia,Masters,"PHP, C++","Vue, Spring",5000+,179060
14,Singapore,Bachelors,"Java, Python","Express, Angular",201-1000,74841
4,Germany,Bachelors,"Rust, Swift","Flask, Express",201-1000,85271
8,Japan,Masters,"Go, Python","Vue, Ruby on Rails",1001-5000,92243
23,Japan,Bachelors,"Python, Go","Angular, Spring",1-10,140488
25,Japan,Some College,"JavaScript, JavaScript","Vue, Ruby on Rails",51-200,148272
14,UK,Masters,"Swift, Python","Laravel, Flask",5000+,127120
25,USA,Bachelors,"Swift, C#","React, ASP.NET",201-1000,161466
36,Germany,Bachelors,"PHP, Python","Spring, Spring",1-10,186529
15,USA,Some College,"Java, Python","Vue, Django",1001-5000,138523
8,Brazil,Bachelors,"Go, C++","Flask, ASP.NET",1-10,73923
25,USA,High School,"Python, Ruby","Ruby on Rails, Laravel",201-1000,180695
21,USA,Bachelors,"JavaScript, PHP","Angular, Spring",5000+,173303
6,USA,Masters,"Python, C#","Laravel, Django",201-1000,120587
20,UK,Masters,"Python, JavaScript","ASP.NET, ASP.NET",201-1000,116341
24,UK,Masters,"Java, Ruby","Vue, Laravel",201-1000,169054
4,Brazil,Masters,"Ruby, C#","Angular, Django",51-200,59094
37,USA,Bachelors,"Rust, Go","Vue, Vue",1001-5000,195791
2,India,Bachelors,"Java, Rust","Django, Laravel",11-50,24307
19,USA,Masters,"Python, Python","Ruby on Rails, Laravel",201-1000,141384
17,Brazil,Masters,"Rust, JavaScript","React, React",5000+,132127
21,Canada,Bachelors,"Swift, C#","Django, ASP.NET",1-10,144137
27,Canada,Masters,"Python, Java","React, Express",11-50,153673
29,USA,Bachelors,"Java, Ruby","Ruby on Rails, Laravel",51-200,193489
6,Canada,Masters,"Java, Swift","React, Ruby on Rails",201-1000,86301
8,India,PhD,"Ruby, Swift","Laravel, Spring",201-1000,63747
25,Germany,Bachelors,"Java, Rust","Laravel, ASP.NET",201-1000,134022
12,USA,Bachelors,"Java, JavaScript","Django, Ruby on Rails",11-50,131088
2,Japan,PhD,"Python, C++","Laravel, ASP.NET",201-1000,64860
40,USA,Some College,"C#, Swift","Express, Flask",51-200,186040
19,France,Bachelors,"Python, PHP","Django, Vue",11-50,96711
13,USA,Some College,"Rust, C++","Laravel, ASP.NET",1-10,147539
29,USA,Bachelors,"Rust, Java","React, Express",51-200,155497
33,USA,Masters,"Go, C#","Ruby on Rails, React",1-10,232620
22,Australia,Some College,"Ruby, JavaScript","Angular, Django",5000+,133415
4,Australia,Bachelors,"Rust, Swift","ASP.NET, ASP.NET",1-10,59535
4,USA,Bachelors,"Python, Ruby","Laravel, Express",1001-5000,82125
18,Germany,Bachelors,"C#, PHP","React, Flask",51-200,97569
1,USA,High School,"JavaScript, C++","Express, React",11-50,85549
0,France,Bachelors,"Java, PHP","Django, Django",5000+,67628
24,India,Bachelors,"Ruby, JavaScript","React, Django",1-10,94482
21,Germany,Masters,"Go, Rust","Spring, ASP.NET",5000+,126618
3,Brazil,Masters,"Rust, C++","Spring, Express",5000+,88710
15,Canada,Masters,"C++, Rust","ASP.NET, Laravel",51-200,111360
26,Brazil,Some College,"Python, Go","Vue, Angular",5000+,134087
17,Australia,Bachelors,"Rust, Rust","Express, ASP.NET",1-10,96087
13,India,Bachelors,"Python, Rust","React, Laravel",201-1000,52003
27,Singapore,Masters,"Swift, JavaScript","Vue, Angular",11-50,130364
15,Germany,Masters,"PHP, Ruby","Ruby on Rails, Ruby on Rails",5000+,147083
35,Canada,Masters,"Ruby, C++","Ruby on Rails, Laravel",11-50,148689
24,USA,Masters,"Rust, PHP","Flask, Laravel",1001-5000,178623
19,Japan,PhD,"PHP, Go","Ruby on Rails, Spring",5000+,128607
38,USA,Some College,"Python, Rust","Django, Angular",51-200,191862
11,Brazil,Masters,"C#, C++","Vue, Angular",11-50,104760
31,USA,Bachelors,"C#, Go","Express, Flask",1-10,181089
23,Canada,Masters,"C++, Python","Django, Express",1001-5000,162018
7,UK,High School,"Swift, C++","Django, ASP.NET",5000+,111926
1,USA,Bachelors,"JavaScript, Rust","ASP.NET, Flask",1-10,106881
33,India,Some College,"C#, JavaScript","Laravel, Vue",201-1000,118271
2,Canada,Bachelors,"Ruby, Ruby","Express, Laravel",11-50,60931
2,USA,Bachelors,"Go, JavaScript","ASP.NET, Django",5000+,125987
37,USA,Masters,"C#, Python","Spring, Angular",1-10,252024
15,USA,Masters,"Python, C++","React, React",51-200,162320
35,Canada,Bachelors,"Go, Java","Laravel, Angular",5000+,200726
4,USA,Bachelors,"C#, Go","Flask, ASP.NET",51-200,105067
1,USA,Bachelors,"Java, PHP","Express, Angular",1001-5000,83288
20,Australia,Some College,"Rust, Rust","Flask, Express",5000+,102682
13,USA,Bachelors,"Swift, Swift","Flask, Express",11-50,121606
24,Australia,Bachelors,"C#, Java","React, Laravel",51-200,122060
16,Japan,Bachelors,"Java, Rust","Spring, ASP.NET",201-1000,108778
0,India,Masters,"Go, Python","Vue, Ruby on Rails",5000+,45768
9,USA,Bachelors,"C#, C#","ASP.NET, Angular",5000+,142299
25,USA,Bachelors,"JavaScript, PHP","Spring, Vue",11-50,164014
12,USA,Bachelors,"Swift, JavaScript","Spring, Flask",11-50,140948
39,Germany,Bachelors,"Python, Swift","Express, Angular",1-10,180130
32,UK,Masters,"Java, C++","Vue, React",201-1000,166731
34,USA,Masters,"C++, C#","Django, Laravel",5000+,191078
37,UK,Bachelors,"C#, C#","Laravel, Spring",51-200,150106
4,Canada,Masters,"Rust, JavaScript","Express, Express",1-10,97585
27,Australia,Bachelors,"Ruby, Rust","Ruby on Rails, Angular",5000+,119497
13,USA,Masters,"Python, Go","Express, Spring",201-1000,117167
3,Germany,Masters,"C#, JavaScript","Django, Spring",5000+,92022
15,Germany,Bachelors,"Swift, Python","Flask, ASP.NET",11-50,123946
8,Canada,Bachelors,"JavaScript, Swift","Vue, Ruby on Rails",1-10,68656
23,UK,Masters,"Swift, Swift","Ruby on Rails, Django",1001-5000,165760
23,Australia,Bachelors,"Rust, Python","Flask, React",5000+,143456
40,Canada,Bachelors,"C++, C#","Express, ASP.NET",5000+,165257
3,USA,Bachelors,"PHP, Java","Ruby on Rails, React",5000+,131323
26,France,Masters,"Ruby, C#","Django, Django",5000+,144097
26,USA,Some College,"JavaScript, Java","ASP.NET, Django",5000+,163547
11,USA,Masters,"Java, Python","Express, ASP.NET",51-200,130173
18,UK,Bachelors,"Rust, Go","Laravel, Django",1001-5000,127694
10,Singapore,Some College,"C++, C#","Flask, Flask",201-1000,77967
40,USA,Bachelors,"JavaScript, C++","Flask, Angular",1-10,216809
8,India,Bachelors,"C#, Python","Angular, ASP.NET",1-10,37265
27,USA,Masters,"Java, Ruby","Laravel, Flask",51-200,213426
18,USA,Bachelors,"Swift, JavaScript","Laravel, React",1-10,143685
18,Germany,Masters,"JavaScript, C#","Vue, Express",5000+,145222
32,USA,Bachelors,"PHP, Java","React, Spring",51-200,163801
18,USA,Masters,"Java, Python","Vue, Laravel",51-200,134735
33,Canada,Bachelors,"Go, Swift","Vue, Express",1-10,151338
35,India,Masters,"PHP, Rust","Flask, Vue",201-1000,110290
18,USA,Masters,"Java, C++","ASP.NET, ASP.NET",201-1000,174240
36,Japan,Masters,"Java, PHP","Express, Angular",51-200,174476
6,Germany,Bachelors,"JavaScript, Go","Vue, Express",11-50,81072
4,Australia,Masters,"JavaScript, Ruby","React, Express",51-200,60041
29,USA,High School,"Rust, Rust","Spring, ASP.NET",51-200,149106
37,USA,Bachelors,"C#, PHP","Express, Laravel",51-200,175527
4,Canada,Masters,"C++, C#","Ruby on Rails, Flask",5000+,100752
35,USA,Bachelors,"Swift, Java","Django, Flask",1-10,219475
13,Canada,Bachelors,"Rust, C++","Laravel, Laravel",51-200,105963
13,Canada,Bachelors,"Ruby, Ruby","Express, Ruby on Rails",1-10,105254
39,France,Bachelors,"C++, Ruby","Vue, Express",1001-5000,173161
39,UK,Bachelors,"Rust, Python","Ruby on Rails, Flask",5000+,229151
28,Canada,Masters,"C++, Python","React, Angular",1-10,154110
26,USA,Masters,"Rust, JavaScript","Laravel, Django",11-50,200138
32,India,Bachelors,"Rust, JavaScript","React, ASP.NET",1001-5000,90987
30,USA,Bachelors,"Ruby, C#","Django, Angular",1-10,183187
26,Australia,Masters,"Go, Ruby","Django, Express",5000+,139834
